ID,Site name,Longitude,Latitude,Altitude,Pinus
7186,Zhang_YL-38,95.36 ,29.98 ,2482,53.4554 
7187,Zhang_YL-39,95.36 ,29.98 ,2482,81.0853 
7188,Zhang_YL-40,95.40 ,29.93 ,2562,77.1259 
7189,Zhang_YL-41,95.71 ,29.88 ,2781,64.2724 
7190,Li_Laojunshan_1,100.51 ,24.76 ,3954,0.8322 
7191,Li_Laojunshan_2,99.74 ,26.65 ,3806,8.9930 
7192,Li_Laojunshan_3,99.74 ,26.65 ,3745,2.4907 
7193,Li_Laojunshan_4,99.75 ,26.65 ,3693,5.7701 
7194,Li_Laojunshan_5,99.74 ,26.64 ,3620,2.6763 
7195,Li_Laojunshan_6,99.77 ,26.64 ,3560,8.9807 
7196,Li_Laojunshan_7,99.78 ,26.65 ,3473,5.3178 
7197,Li_Laojunshan_8,99.78 ,26.66 ,3444,6.2732 
7198,Li_Laojunshan_9,99.78 ,26.66 ,3348,3.0202 
7199,Li_Laojunshan_10,99.78 ,26.66 ,3305,3.2630 
7200,Li_Laojunshan_11,99.79 ,26.66 ,3250,3.2639 
7201,Li_Laojunshan_12,99.79 ,26.66 ,3198,2.0172 
7202,Li_Laojunshan_13,99.79 ,26.66 ,3156,4.9560 
7203,Li_Laojunshan_14,99.80 ,26.66 ,3086,8.2229 
7204,Li_Laojunshan_15,99.80 ,26.66 ,3065,20.6040 
7205,Li_Laojunshan_16,99.81 ,26.66 ,2983,19.8611 
7206,Li_Laojunshan_17,99.81 ,26.66 ,2948,24.1080 
7207,Li_Laojunshan_18,99.81 ,26.65 ,2881,4.7473 
7208,Li_Changbaishan_1,128.13 ,42.31 ,902,24.7063 
7209,Li_Changbaishan_2,128.18 ,42.23 ,1036,11.8870 
7210,Li_Changbaishan_3,128.17 ,42.18 ,1140,20.1323 
7211,Li_Changbaishan_4,128.16 ,42.17 ,1160,15.5357 
7212,Li_Changbaishan_5,128.14 ,42.15 ,1240,52.9842 
7213,Li_Changbaishan_6,128.13 ,42.14 ,1280,22.7570 
7214,Li_Changbaishan_7,128.10 ,42.11 ,1406,24.4537 
7215,Li_Changbaishan_8,128.09 ,42.10 ,1500,11.9695 
7216,Li_Changbaishan_9,128.08 ,42.09 ,1560,9.5578 
7217,Li_Changbaishan_10,128.06 ,42.07 ,1690,11.1640 
7218,Li_Changbaishan_11,128.06 ,42.06 ,1807,2.5842 
7219,Li_Changbaishan_12,128.06 ,42.06 ,1818,4.0893 
7220,Li_Changbaishan_13,128.07 ,42.06 ,1903,4.6195 
7221,Li_Changbaishan_14,128.07 ,42.06 ,2000,8.8650 
7222,Li_Changbaishan_15,128.07 ,42.05 ,2102,7.0458 
7223,Li_Changbaishan_16,128.07 ,42.04 ,2225,6.2128 
7224,Li_Changbaishan_17,128.07 ,42.04 ,2316,8.0303 
7225,Li_Changbaishan_18,128.07 ,42.04 ,2416,4.6492 
7226,Li_Changbaishan_19,128.07 ,42.03 ,2528,5.5971 
7227,Li_Changbaishan_20,128.07 ,42.03 ,2625,11.4806 
7228,Li_Changbaishan_21,128.07 ,42.03 ,2650,12.7585 
7229,LiFuRong_ATM01,88.70 ,44.16 ,621,0.0000 
7230,LiFuRong_ATM02,88.76 ,44.38 ,533,1.8998 
7231,LiFuRong_ATM03,88.83 ,44.61 ,526,3.0042 
7232,LiFuRong_ATM04,89.42 ,44.97 ,681,1.0310 
7233,LiFuRong_ATM05,89.42 ,45.41 ,1024,1.6124 
7234,LiFuRong_ATM06,89.52 ,45.57 ,979,0.0000 
7235,LiFuRong_ATM07,89.50 ,45.86 ,1045,1.6671 
7236,LiFuRong_ATM08,89.55 ,46.24 ,932,0.0000 
7237,LiFuRong_ATM09,89.57 ,46.58 ,939,10.3274 
7238,LiFuRong_ATM10,89.21 ,46.89 ,993,0.0000 
7239,LiFuRong_ATM11,88.92 ,47.05 ,819,0.0000 
7240,LiFuRong_ATM12,88.59 ,44.20 ,704,3.7473 
7241,LiFuRong_ATM13,88.23 ,44.25 ,582,0.5085 
7242,LiFuRong_ATM14,87.81 ,44.38 ,504,1.1827 
7243,LiFuRong_ATM15,87.85 ,47.47 ,505,6.6190 
7244,LiFuRong_ATM16,87.99 ,47.64 ,709,3.7317 
7245,LiFuRong_ATM17,87.90 ,47.56 ,533,3.9475 
7246,LiFuRong_ATM18,87.59 ,44.43 ,493,0.6837 
7247,LiFuRong_ATM19,87.51 ,47.41 ,484,1.9267 
7248,LiFuRong_ATM20,87.53 ,47.43 ,504,0.0000 
7249,LiFuRong_ATM21,87.40 ,47.44 ,482,0.0000 
7250,LiFuRong_ATM22,87.34 ,47.49 ,498,0.0000 
7251,LiFuRong_ATM23,87.27 ,47.02 ,482,0.0000 
7252,LiFuRong_ATM24,87.20 ,47.06 ,480,0.0000 
7253,LiFuRong_ATM25,87.17 ,47.12 ,479,0.7362 
7254,LiFuRong_ATM26,87.09 ,47.17 ,494,0.0000 
7255,LiFuRong_ATM27,87.21 ,47.05 ,483,0.0000 
7256,LiFuRong_ATM29,87.32 ,46.99 ,483,1.3953 
7257,LiFuRong_ATM30,88.36 ,48.12 ,2446,1.4568 
7258,LiFuRong_ATM31,87.67 ,47.71 ,621,0.8809 
7259,LiFuRong_ATM32,87.68 ,47.74 ,512,0.0000 
7260,LiFuRong_ATM33,86.76 ,48.69 ,1358,0.9262 
7261,LiFuRong_ATM34,86.91 ,48.81 ,1760,0.8915 
7262,LiFuRong_ATM35,86.92 ,48.81 ,1761,0.0000 
7263,LiFuRong_ATM36,86.92 ,48.80 ,1795,0.9261 
7264,LiFuRong_ATM37,86.90 ,48.83 ,1816,1.0431 
7265,LiFuRong_ATM38,86.92 ,48.81 ,1770,1.0197 
7266,LiFuRong_ATM39,86.91 ,48.81 ,1774,1.6681 
7267,LiFuRong_ATM40,86.93 ,48.88 ,1768,0.0000 
7268,LiFuRong_ATM41,86.92 ,48.93 ,1792,1.6436 
7269,LiFuRong_ATM42,86.96 ,48.72 ,1650,0.0000 
7270,LiFuRong_ATM43,87.02 ,48.72 ,1373,1.8282 
7271,LiFuRong_ATM44,87.55 ,48.57 ,1390,0.0000 
7272,LiFuRong_ATM45,87.55 ,48.57 ,1396,1.0774 
7273,LiFuRong_ATM46,88.16 ,47.95 ,1127,1.1611 
7274,LiFuRong_ATM47,88.23 ,47.99 ,1500,1.8856 
7275,LiFuRong_ATM48,88.29 ,48.01 ,1838,2.6961 
7276,LiFuRong_ATM49,88.31 ,48.01 ,1987,1.8250 
7277,LiFuRong_ATM50,88.35 ,48.03 ,2122,2.5386 
7278,LiFuRong_ATM51,88.37 ,48.09 ,2361,1.5378 
7279,LiFuRong_ATM52,87.45 ,47.64 ,484,0.5965 
7280,LiFuRong_ATM53,89.82 ,46.67 ,1093,0.0000 
7281,LiFuRong_ATM54,90.87 ,46.78 ,2662,3.9030 
7282,LiFuRong_ATM55,90.85 ,46.82 ,2650,1.3198 
7283,LiFuRong_ATM56,90.89 ,46.72 ,2554,0.0000 
7284,LiFuRong_ATM57,90.84 ,46.73 ,2337,0.0000 
7285,LiFuRong_ATM58,90.80 ,46.68 ,1800,0.0000 
7286,LiFuRong_ATM59,90.79 ,46.65 ,1712,1.8893 
7287,LiFuRong_ATM60,90.75 ,46.64 ,1606,5.4892 
7288,LiFuRong_ATM61,90.78 ,46.65 ,1565,0.8148 
7289,LiFuRong_ATM62,90.79 ,46.63 ,1519,0.0000 
7290,LiFuRong_ATM63,90.78 ,46.59 ,1438,2.0002 
7291,LiFuRong_ATM64,90.64 ,46.42 ,1233,0.8210 
7292,LiFuRong_ATM65,90.41 ,46.30 ,1126,0.9085 
7293,LiFuRong_ATM66,90.27 ,46.56 ,1181,0.8943 
7294,LiFuRong_ATM67,90.84 ,46.90 ,2396,2.5276 
7295,LiFuRong_ATM68,90.85 ,46.86 ,2491,0.0000 
7296,LiFuRong_ATM69,87.54 ,47.70 ,483,3.4417 
7297,LiFuRong_ATM70,87.54 ,47.70 ,483,3.7062 
7298,LiFuRong_S01,108.34 ,36.08 ,1320,0.0000 
7299,LiFuRong_S02,108.88 ,36.02 ,1110,9.1568 
7300,LiFuRong_S03,109.90 ,35.81 ,1310,2.8571 
7301,LiFuRong_S04,110.15 ,36.01 ,889,31.3055 
7302,LiFuRong_S05,110.60 ,35.79 ,794,5.6193 
7303,LiFuRong_S06,110.74 ,35.91 ,915,12.9711 
7304,LiFuRong_S07,111.02 ,36.06 ,1270,1.8128 
7305,LiFuRong_S08,112.74 ,38.22 ,1060,27.8392 
7306,LiFuRong_S09,112.56 ,38.42 ,897,32.6405 
7307,LiFuRong_S10,111.70 ,38.32 ,1180,13.7801 
7308,LiFuRong_S11,106.31 ,38.19 ,1350,5.7369 
7309,LiFuRong_S12,103.31 ,37.81 ,1140,10.0818 
7310,LiFuRong_S13,110.98 ,37.46 ,878,2.3494 
7311,LiFuRong_S14,110.76 ,37.42 ,828,8.0551 
7312,LiFuRong_S15,110.18 ,37.74 ,867,3.6721 
7313,LiFuRong_S16,108.07 ,35.96 ,1100,7.8002 
7314,LiFuRong_S17,107.84 ,35.52 ,1130,6.4437 
7315,LiFuRong_S18,106.55 ,35.63 ,1490,5.5706 
7316,LiFuRong_S19,109.15 ,38.71 ,1310,2.3441 
7317,LiFuRong_S20,108.25 ,38.93 ,1410,1.9461 
7318,LiFuRong_S21,105.20 ,35.71 ,1810,5.1390 
7319,LiFuRong_S22,103.16 ,37.64 ,1340,1.6154 
7320,LiFuRong_S23,103.65 ,37.51 ,1810,3.9180 
7321,LiFuRong_S24,101.16 ,38.77 ,1830,1.7818 
7322,LiFuRong_S25,106.31 ,39.31 ,1480,3.4561 
7323,LiFuRong_S26,103.31 ,37.08 ,1900,1.9360 
7324,LiFuRong_S27,102.11 ,38.28 ,1870,0.0000 
7325,LiFuRong_S28,99.22 ,39.78 ,1340,1.6629 
7326,LiFuRong_S29,99.43 ,39.72 ,1320,3.9233 
7327,LiFuRong_S30,99.40 ,40.75 ,1400,0.0000 
7328,LiFuRong_S31,99.42 ,40.99 ,1300,1.7626 
7329,LiFuRong_S32,105.70 ,39.37 ,1150,3.5145 
7330,LiFuRong_S33,104.74 ,40.35 ,1280,3.6016 
7331,LiFuRong_S34,104.45 ,40.87 ,1480,3.4860 
7332,LiFuRong_S35,103.88 ,41.30 ,848,3.1396 
7333,LiFuRong_S36,102.27 ,41.95 ,1140,1.3813 
7334,LiFuRong_S37,99.45 ,41.24 ,1370,1.5184 
7335,LiFuRong_ZB01,102.63 ,33.46 ,3467,7.8860 
7336,LiFuRong_ZB02,102.87 ,33.93 ,3435,3.5380 
7337,LiFuRong_ZB03,102.87 ,33.93 ,3435,4.7215 
7338,LiFuRong_ZB04,102.57 ,33.80 ,3435,1.8307 
7339,LiFuRong_ZB05,102.86 ,33.08 ,3572,12.4444 
7340,LiFuRong_ZB06,102.86 ,33.08 ,3562,13.3389 
7341,LiFuRong_ZB07,102.86 ,33.08 ,3562,9.3691 
7342,LiFuRong_ZB08,102.86 ,33.08 ,3552,1.3640 
7343,LiFuRong_ZB09,102.12 ,33.72 ,3457,4.6459 
7344,LiFuRong_ZB10,102.12 ,33.72 ,3448,14.1080 
7345,LiFuRong_ZB11,102.12 ,33.72 ,3448,8.0555 
7346,LiFuRong_ZB12,102.41 ,32.73 ,3536,5.5603 
7347,LiFuRong_ZB13,102.59 ,32.73 ,3618,8.3410 
7348,LiFuRong_ZB14,102.59 ,32.72 ,3648,8.8668 
7349,LiFuRong_ZB15,102.59 ,32.72 ,3654,5.2005 
7350,LiFuRong_ZB16,102.10 ,32.46 ,3473,5.4132 
7351,LiFuRong_ZB17,102.10 ,32.68 ,3473,6.6019 
7352,LiFuRong_ZB18,102.66 ,33.10 ,3482,4.2328 
7353,LiFuRong_ZB19,103.01 ,32.96 ,3608,3.9702 
7354,LiFuRong_ZB20,103.01 ,32.96 ,3593,8.0034 
7355,LiFuRong_ZB21,103.03 ,33.07 ,3504,4.2342 
7356,LiFuRong_ZB22,102.77 ,33.09 ,3558,12.9827 
7357,LiFuRong_ZB23,102.77 ,33.09 ,3558,1.7265 
7358,Xu_CDM-01,95.29 ,36.33 ,2692,0.0000 
7359,Xu_CDM-02,95.70 ,36.38 ,2844,0.0000 
7360,Xu_CDM-03,95.98 ,36.36 ,2823,0.3490 
7361,Xu_CDM-04,96.08 ,36.37 ,2769,0.5556 
7362,Xu_CDM-05,96.41 ,36.38 ,2856,0.2813 
7363,Xu_CDM-06,96.63 ,36.35 ,2784,0.3185 
7364,Xu_CDM-07,96.93 ,36.24 ,2831,0.1912 
7365,Xu_CDM-08,97.28 ,36.13 ,2889,0.4498 
7366,Xu_CDM-09,97.58 ,36.05 ,2931,0.0000 
7367,Xu_CDM-10,98.10 ,36.40 ,3084,0.0000 
7368,Xu_CDM-11,98.33 ,36.47 ,3321,0.1302 
7369,Xu_CDM-12,98.17 ,36.64 ,3161,0.1465 
7370,Xu_CDM-13,97.85 ,36.67 ,2992,0.3317 
7371,Xu_CDM-14,97.70 ,36.82 ,3080,0.0000 
7372,Xu_CDM-15,97.62 ,37.08 ,2856,0.0000 
7373,Xu_CDM-16,97.40 ,37.30 ,2921,0.1631 
7374,Xu_CDM-17,97.28 ,37.35 ,2971,0.0000 
7375,Xu_CDM-18,96.94 ,37.35 ,2848,0.1631 
7376,Xu_CDM-19,96.61 ,37.39 ,2978,0.0000 
7377,Xu_CDM-20,96.22 ,37.44 ,3760,0.0000 
7378,Xu_CDM-21,95.97 ,37.46 ,3297,0.1493 
7379,Xu_CDM-22,95.65 ,37.57 ,3331,0.1531 
7380,Xu_CDM-23,95.40 ,37.79 ,3304,0.1359 
7381,Xu_CDM-24,95.36 ,37.79 ,3192,0.2584 
7382,Xu_CDM-25,95.39 ,37.86 ,3304,0.4425 
7383,Xu_CDM-26,95.42 ,37.53 ,3184,0.0000 
7384,Xu_CDM-27,95.51 ,37.33 ,3034,0.4520 
7385,Xu_CDM-28,95.31 ,37.10 ,2699,1.9531 
7386,Xu_CDM-29,95.21 ,36.75 ,2679,2.3324 
7387,Xu_CDM-30,95.12 ,36.72 ,2680,0.5172 
7388,Xu_CDM-31,94.97 ,36.53 ,2783,0.9950 
7389,Xu_CDM-32,95.09 ,36.35 ,2889,0.5535 
7390,Pang_MLW-01,92.34 ,29.83 ,5009,2.7381 
7391,Pang_MLW-02,92.34 ,29.83 ,4970,0.9018 
7392,Pang_MLW-03,92.34 ,29.82 ,4937,1.7621 
7393,Pang_MLW-04,92.34 ,29.82 ,4918,0.8299 
7394,Pang_MLW-05,92.35 ,29.82 ,4897,1.6674 
7395,Pang_MLW-06,92.35 ,29.82 ,4880,0.0000 
7396,Pang_MLW-07,92.35 ,29.82 ,4867,2.4034 
7397,Pang_MLW-08,92.35 ,29.82 ,4867,0.0000 
7398,Pang_MLE-01,92.33 ,29.84 ,4770,2.4094 
7399,Pang_MLE-02,92.33 ,29.84 ,4771,2.0239 
7400,Pang_MLE-03,92.33 ,29.84 ,4774,2.5544 
7401,Pang_MLE-04,92.33 ,29.84 ,4782,3.5995 
7402,Pang_MLE-05,92.33 ,29.84 ,4792,2.0565 
7403,Pang_MLE-06,92.33 ,29.84 ,4811,2.4193 
7404,Pang_MLE-07,92.33 ,29.84 ,4832,2.3684 
7405,Pang_MLE-08,92.33 ,29.84 ,4859,1.9915 
7406,Pang_MLE-09,92.33 ,29.84 ,4866,4.6911 
7407,Pang_MLE-10,92.33 ,29.84 ,4872,3.6201 
7408,Pang_MLE-11,92.33 ,29.84 ,4885,4.5039 
7409,Pang_MLE-12,92.33 ,29.84 ,4910,2.4551 
7410,Pang_MLE-13,92.34 ,29.85 ,4921,2.4310 
7411,Pang_MLE-14,92.34 ,29.84 ,4962,1.9488 
7412,Pang_MLE-15,92.34 ,29.84 ,5032,3.4353 
7413,Li_Erhai ,100.14 ,25.91 ,1954,76.7119 
7414,Li_ Xihu,100.05 ,26.02 ,1979,72.6910 
7415,Li_ Cibihu,99.94 ,26.17 ,2033,91.8180 
7416,Li_ Haixihai ,99.96 ,26.28 ,2128,54.1460 
7417,Li_ Jianhu,99.93 ,26.49 ,2201,78.2610 
7418,Li_ Wenbihai,100.21 ,26.82 ,2374,80.7485 
7419,Li_ Lashihai,100.14 ,26.88 ,2436,62.2753 
7420,Li_ Bawanghai,101.84 ,29.47 ,2848,21.5735 
7421,Li_Qisehai ,101.87 ,30.18 ,3437,31.1328 
7422,Li_ Shuduhu,99.95 ,27.91 ,3611,47.7387 
7423,Li_ Mugecuo ,101.86 ,30.15 ,3728,44.6199 
7424,Li_Bigutianchi,99.64 ,27.62 ,3809,56.9600 
7425,Li_Xiaoxiangling ,103.35 ,28.53 ,3916,20.5669 
7426,Li_Mohai ,103.35 ,28.53 ,3922,39.7737 
7427,Li_ Dahaizi ,102.93 ,31.04 ,3820,6.0506 
7428,Li_Nianbaoyuze,101.00 ,33.24 ,4059,2.6507 
7429,Li_ Lalongcuo ,99.75 ,31.11 ,4205,3.6958 
7430,Li_Qingrenhai,101.70 ,31.47 ,4237,10.4231 
7431,Li_ Annaercuo ,101.42 ,32.34 ,4237,4.1192 
7432,Li_Yuhaizi,102.22 ,31.30 ,4244,13.0525 
7433,Li_Jiucaihai ,102.26 ,31.32 ,4262,7.2740 
7434,Li_Xiniuhai ,102.96 ,31.08 ,4282,12.7845 
7435,Li_ Anning2,102.25 ,31.30 ,4378,11.2397 
7436,Li_ Anning1 ,102.25 ,31.30 ,4457,10.2516 
7437,Li_Unknown,99.87 ,31.25 ,4467,4.7271 
7438,Li_ Bajiaohai,102.94 ,31.02 ,4490,16.5661 
7439,Sun_1,95.71 ,29.88 ,2781,65.9533 
7440,Sun_2,95.40 ,29.93 ,2562,78.3333 
7441,Sun_3,95.36 ,29.97 ,2539,83.2418 
7442,Sun_4,95.35 ,29.98 ,2482,50.1393 
7443,Sun_5,95.21 ,30.06 ,2248,36.9718 
7444,Sun_6,94.26 ,29.75 ,3044,89.0966 
7445,Sun_7,94.08 ,29.73 ,3044,73.3728 
7446,Sun_8,93.91 ,29.79 ,3112,62.8378 
7447,Sun_9,94.92 ,30.00 ,2339,20.7792 
7448,Sun_10,94.75 ,29.84 ,3038,38.6076 
7449,Sun_11,94.71 ,29.67 ,3733,15.6425 
7450,Sun_12,94.71 ,29.64 ,4043,12.8767 
7451,Sun_13,94.70 ,29.62 ,4287,26.7606 
7452,Sun_14,94.57 ,29.57 ,3515,30.8869 
7453,Sun_15,94.56 ,29.57 ,3429,35.7143 
7454,Sun_16,93.91 ,29.79 ,3149,22.7027 
7455,Sun_17,93.76 ,29.83 ,3206,28.1250 
7456,Sun_18,94.63 ,29.63 ,4400,24.6835 
7457,Sun_19,94.63 ,29.63 ,4349,18.0473 
7458,Sun_20,94.54 ,29.57 ,3312,8.1232 
7459,Sun_21,94.49 ,29.57 ,3021,22.2222 
7460,Sun_22,93.36 ,29.89 ,3377,12.2066 
7461,Sun_23,93.17 ,29.91 ,3462,16.3522 
7462,Sun_24,95.14 ,30.07 ,2172,15.4589 
7463,Sun_25,95.05 ,30.08 ,2050,17.7215 
7464,Sun_26,92.69 ,29.87 ,3979,7.0555 
7465,Sun_27,93.09 ,29.99 ,3539,18.4466 
7466,Sun_28,92.69 ,29.87 ,3979,1.1538 
7467,Sun_29,92.52 ,29.88 ,4207,2.4096 
7468,Sun_30,92.37 ,29.91 ,4458,1.1215 
7469,Sun_31,92.32 ,29.84 ,4787,0.0000 
7470,Sun_32,92.37 ,29.82 ,4931,6.8750 
7471,Sun_33,92.25 ,29.69 ,4375,7.3350 
7472,Sun_34,92.24 ,29.69 ,4377,1.1029 
7473,Sun_35,92.05 ,29.71 ,4200,2.3810 
7474,Sun_36,92.05 ,29.71 ,4141,4.8780 
7475,Sun_37,91.88 ,29.78 ,3926,0.5714 
7476,Sun_38,91.67 ,29.81 ,3788,0.8333 
7477,Sun_39,91.65 ,29.81 ,3783,5.7432 
7478,Sun_40,91.50 ,29.67 ,3700,3.7267 
7479,Sun_41,91.38 ,29.67 ,3696,1.3468 
7480,Sun_42,90.97 ,29.77 ,4520,35.4610 
7481,Sun_43,90.67 ,29.46 ,4612,35.8663 
7482,Sun_44,90.22 ,29.07 ,4503,11.7155 
7483,Sun_45,89.90 ,28.99 ,4192,14.5205 
7484,Sun_46,89.54 ,29.14 ,4155,18.7342 
7485,Sun_47,89.20 ,29.30 ,3853,14.5374 
7486,Sun_48,88.91 ,29.34 ,4010,31.7308 
7487,Sun_49,88.55 ,29.29 ,4134,10.2041 
7488,Sun_50,88.12 ,29.33 ,4554,8.8803 
7489,Sun_51,87.96 ,29.18 ,4280,18.4375 
7490,Sun_52,87.58 ,29.21 ,4511,2.1505 
7491,Sun_53,86.89 ,29.45 ,4600,6.2937 
7492,Sun_54,86.62 ,29.57 ,4925,10.5932 
7493,Sun_55,86.27 ,29.62 ,4996,10.6628 
7494,Sun_56,85.93 ,29.59 ,4476,3.1646 
7495,Sun_57,85.05 ,29.59 ,4649,1.2461 
7496,Sun_58,84.68 ,29.68 ,4802,0.5618 
7497,Sun_59,84.30 ,29.65 ,4572,0.3472 
7498,Sun_60,83.97 ,29.80 ,4561,0.4016 
7499,Sun_61,83.66 ,29.96 ,4648,0.0000 
7500,Sun_62,83.34 ,30.12 ,4600,0.4651 
7501,Sun_63,82.96 ,30.25 ,4612,0.4975 
7502,Sun_64,82.61 ,30.50 ,4838,0.2825 
7503,Sun_65,82.31 ,30.70 ,5176,1.4963 
7504,Sun_66,82.02 ,30.76 ,4801,1.1204 
7505,Sun_67,81.65 ,30.76 ,4705,0.4464 
7506,Sun_68,81.32 ,30.94 ,4641,0.5747 
7507,Sun_69,81.12 ,30.70 ,4674,1.2048 
7508,Sun_70,81.11 ,30.40 ,3879,0.3021 
7509,Zhang_RWMS-1,96.88 ,29.37 ,4101,10.6754 
7510,Zhang_RWMS-4,96.69 ,29.49 ,3920,12.7358 
7511,Zhang_RWMS-5,96.84 ,29.42 ,3970,24.5119 
7512,Zhang_RWMS-6,96.91 ,29.37 ,4538,11.3900 
7513,Zhang_RWMS-7,96.90 ,29.37 ,4475,17.9752 
7514,Zhang_RWMS-9,96.88 ,29.38 ,4323,7.8189 
7515,Zhang_RWMS-11,96.86 ,29.39 ,4226,19.2708 
7516,Zhang_RWMS-13,96.85 ,29.40 ,4112,49.5495 
7517,Zhang_RWMS-15,96.84 ,29.41 ,4035,24.4949 
7518,Ruby_SAND-1,88.00 ,27.11 ,3569,3.4024 
7519,Ruby_SAND-2,88.00 ,27.11 ,3569,3.5861 
7520,Ruby_SAND-3,88.00 ,27.11 ,3569,2.9126 
7521,Ruby_TNG,88.08 ,27.03 ,3025,4.4715 
7522,Ruby_TUM-1,88.07 ,27.03 ,2915,4.9279 
7523,Ruby_TUM-2,88.07 ,27.03 ,2915,7.4324 
7524,Ruby_TUM-3,88.07 ,27.03 ,2915,3.7037 
7525,Ruby_TUM-4,88.07 ,27.03 ,2915,8.0000 
7526,Ruby_LAMD-1,88.09 ,27.01 ,2612,2.2346 
7527,Ruby_LAMD-2,88.09 ,27.01 ,2612,1.7045 
7528,Ruby_LAMD-3,88.09 ,27.01 ,2612,3.0303 
7529,Ruby_LAMD-4,88.09 ,27.01 ,2612,0.0000 
7530,Ruby_CHIT-1,88.11 ,27.00 ,2456,2.6490 
7531,Ruby_CHIT-2,88.11 ,27.00 ,2456,4.5802 
7532,Ruby_CHIT-3,88.11 ,27.00 ,2456,4.9296 
7533,Ruby_CHIT-4,88.11 ,27.00 ,2456,3.2258 
7534,Ruby_CHIT-5,88.11 ,27.00 ,2456,0.0000 
7535,Ruby_TM-1,88.29 ,27.01 ,2146,5.3140 
7536,Ruby_TM-2,88.29 ,27.01 ,2146,2.1277 
7537,Ruby_TM-3,88.29 ,27.01 ,2146,4.2636 
7538,Ruby_DAR-1,88.25 ,27.01 ,2105,6.5041 
7539,Ruby_DAR-2,88.25 ,27.01 ,2105,2.3810 
7540,Ruby_LBG-1,88.26 ,27.05 ,1988,0.0000 
7541,Ruby_LBG-2,88.26 ,27.05 ,1988,4.9296 
7542,Ruby_SM-1,88.32 ,27.03 ,1943,5.8553 
7543,Ruby_SM-2,88.32 ,27.03 ,1943,5.1948 
7544,Ruby_SM-3,88.32 ,27.03 ,1943,3.9474 
7545,Ruby_MAN-1,88.13 ,26.99 ,1900,0.0000 
7546,Ruby_MAN-2,88.13 ,26.99 ,1900,0.0000 
7547,Ruby_MAN-3,88.13 ,26.99 ,1900,0.0000 
7548,Ruby_MAN-4,88.13 ,26.99 ,1900,1.6129 
7549,Ruby_LAM-1,88.35 ,27.05 ,1870,1.9802 
7550,Ruby_LAM-2,88.35 ,27.05 ,1870,4.1916 
7551,Ruby_LAM-3,88.35 ,27.05 ,1870,0.0000 
7552,Ruby_LAM-4,88.35 ,27.05 ,1870,1.0582 
7553,Ruby_LAM-5,88.35 ,27.05 ,1870,1.1765 
7554,Ruby_MH-1,88.27 ,26.93 ,1522,0.7752 
7555,Ruby_MH-2,88.27 ,26.93 ,1522,1.3699 
7556,Ruby_MH-3,88.27 ,26.93 ,1522,1.4815 
7557,Ruby_MH-4,88.27 ,26.93 ,1522,2.3810 
7558,Ruby_SAU-1,88.19 ,26.98 ,1458,1.5228 
7559,Ruby_SAU-2,88.19 ,26.98 ,1458,1.0471 
7560,Ruby_PSK,88.39 ,27.07 ,1300,1.3245 
7561,Ruby_KAL,88.47 ,27.06 ,1256,1.7241 
7562,Ruby_PSKL-1,88.40 ,27.07 ,912,2.2556 
7563,Ruby_PSKL-2,88.40 ,27.07 ,912,4.7225 
7564,Ruby_PSKL-3,88.40 ,27.07 ,912,3.6697 
7565,Ruby_PSKL-4,88.40 ,27.07 ,912,6.0345 
7566,Ruby_RU,88.30 ,26.84 ,506,0.8621 
7567,Ruby_BPF-1,88.28 ,26.82 ,408,0.0000 
7568,Ruby_BPF-2,88.28 ,26.82 ,408,0.0000 
7569,Ruby_BPF-3,88.28 ,26.82 ,408,0.0000 
7570,Ruby_BPF-4,88.28 ,26.82 ,408,0.7042 
7571,Ruby_BPM-1,88.28 ,26.81 ,304,0.0000 
7572,Ruby_BPM-2,88.28 ,26.81 ,304,0.0000 
7573,Ruby_RUN-1,88.28 ,26.81 ,259,0.0000 
7574,Ruby_RUN-2,88.28 ,26.81 ,259,0.0000 
7575,Ruby_BPL,88.28 ,26.81 ,256,1.0753 
7576,Ruby_RKH,88.28 ,26.81 ,254,0.0000 
7577,Ruby_SF-1,88.37 ,26.81 ,199,0.0000 
7578,Ruby_SF-2,88.37 ,26.81 ,199,1.8024 
7579,Ruby_SF-3,88.37 ,26.81 ,199,0.0000 
7580,Ruby_SF-4,88.37 ,26.81 ,199,2.1127 
7581,Ruby_SF-5,88.37 ,26.81 ,199,0.0000 
7582,Ruby_SF-6,88.37 ,26.81 ,199,0.0000 
7583,Ruby_SF-7,88.37 ,26.81 ,199,0.8850 
7584,Ruby_MWS-1,88.31 ,26.71 ,150,0.9434 
7585,Ruby_MWS-2,88.31 ,26.71 ,150,3.0000 
7586,Ruby_MWS-3,88.31 ,26.71 ,150,0.0000 
7587,Ruby_MWSF-1,88.49 ,26.73 ,132,0.8130 
7588,Ruby_MWSF-2,88.49 ,26.73 ,132,1.0471 
7589,Ruby_MWSF-3,88.49 ,26.73 ,132,0.0000 
7590,Ruby_MWSF-4,88.49 ,26.73 ,132,0.0000 
7591,Lu_Mingshan1,102.53 ,35.22 ,1964,1.5873 
7592,Lu_Hezuo2,102.52 ,34.56 ,3147,63.3508 
7593,Lu_Hezuo3,102.45 ,34.49 ,2996,3.1496 
7594,Lu_Hezuo4,102.45 ,34.49 ,2996,22.6563 
7595,Lu_Hezuo5,102.28 ,34.37 ,3002,13.2353 
